Status,FeatureType,PropertyName,SubPropertyName,GISPropNum,OMPPropID,Borough,District,x,y
Activated,Misting Station,Sternberg Park,,B055,B055,Brooklyn,B-01,-73.9476488672917,40.7061198161753
Broken,RPZ Spray Adapter,Green Central Knoll,,B395,B395,Brooklyn,B-04,-73.9328547832234,40.7013295975735
Activated,Misting Station,Lafayette Playground,,B106B,B106B,Brooklyn,B-13,-73.9850283924263,40.5940744743698
Activated,RPZ Spray Adapter,Lewis Playground,,B430,B430,Brooklyn,B-03,-73.9379584888247,40.6953102735682
Broken,Misting Station,Lincoln Terrace / Arthur S. Somers Park,Lincoln Terrace Park / Arthur S. Somers Playground,B054,B054-01,Brooklyn,B-08,-73.9277408525079,40.6662279433138
Activated,Buckner Box Spray Adapter,Dr. Ronald E. McNair Playground,,M285,M285,Manhattan,M-11,-73.9381848476731,40.8025729492237
Activated,Misting Station,Dr. Ronald E. McNair Playground,,M285,M285,Manhattan,M-11,-73.9379893013312,40.8024271560627
Activated,Misting Station,Haffen Park,,X196,X196,Bronx,X-12,-73.8396014508537,40.8727460257327
Activated,Misting Station,Haffen Park,,X196,X196,Bronx,X-12,-73.8399058813459,40.8729177720095
Activated,Other,Poe Park,,X040,X040,Bronx,X-07,-73.8951464623512,40.864516474371
Activated,Misting Station,Joyce Kilmer Park,,X028,X028,Bronx,X-04,-73.9220153826746,40.8287375909005
Activated,Misting Station,Edenwald Playground,,X165,X165,Bronx,X-12,-73.8451078797776,40.8840779475853
Activated,Misting Station,Abigail Playground,,X216,X216,Bronx,X-01,-73.9046802238777,40.8172025345837
Activated,Misting Station,Slattery Playground,,X085,X085,Bronx,X-05,-73.8986615932219,40.8575270098456
Activated,Misting Station,Ranaqua Playground,,X272,X272,Bronx,X-01,-73.9221992255448,40.806796746214
Activated,Misting Station,Joyce Kilmer Park,,X028,X028,Bronx,X-04,-73.9230242014779,40.8284341245904
Activated,Misting Station,Joyce Kilmer Park,,X028,X028,Bronx,X-04,-73.9229758677592,40.8275930332141
Activated,Misting Station,Bushwick Playground,,B017,B017,Brooklyn,B-04,-73.9117067357042,40.695843226142
Activated,Misting Station,Ocean Hill Playground,,B144,B144,Brooklyn,B-16,-73.9119566158114,40.6745839789562
Activated,Misting Station,Mott Playground,,X115,X115,Bronx,X-04,-73.915032466983,40.8311361536799
Activated,CS Spray Adapter,Grove Hill Playground,,X235,X235,Bronx,X-01,-73.9085553674029,40.8198776923973
Activated,Misting Station,Givan Square,Angelo Campanaro Plgd,X187,X187-01,Bronx,X-12,-73.8427691862556,40.8681528054376
Activated,Misting Station,St. Nicholas Park,Arlington Edinboro Playground,M077,M077-03,Manhattan,M-09,-73.9467098914965,40.8204748098835
Activated,Misting Station,Wakefield Playground,,X188,X188,Bronx,X-12,-73.8543192445977,40.9017326382851
Activated,Misting Station,Story Playground,,X204,X204,Bronx,X-09,-73.8631264025656,40.8225262359592
Activated,Misting Station,Colgate Close,,X195A,X195A,Bronx,X-09,-73.8817957008908,40.8239825562011
Activated,Misting Station,Holcombe Rucker Park,,M216,M216,Manhattan,M-10,-73.9360087636442,40.8290110090574
Activated,Buckner Box Spray Adapter,Holcombe Rucker Park,,M216,M216,Manhattan,M-10,-73.9362653059956,40.8293857343358
Activated,Misting Station,Carmansville Playground,,M018,M018,Manhattan,M-09,-73.9443668293343,40.8291642636906
Activated,Misting Station,Springfield Park,,Q107,Q107-01,Queens,Q-13,-73.7628763769911,40.6610534230152
Activated,Misting Station,Springfield Park,,Q107,Q107-01,Queens,Q-13,-73.7629166101203,40.6609394818166
Activated,Drinking Fountain Spray Adapter,Delphin H. Greene Playground,,Q307,Q307,Queens,Q-13,-73.7287263128723,40.6847409380718
Activated,CS Spray Adapter,Delphin H. Greene Playground,,Q307,Q307,Queens,Q-13,-73.728678033133,40.6846148336808
Activated,Buckner Box Spray Adapter,St. Nicholas Playground South,,M211A,M211A,Manhattan,M-10,-73.9474814117871,40.810793716002
Broken,Misting Station,St. Nicholas Playground North,,M211B,M211B,Manhattan,M-10,-73.9463517373625,40.8123642150331
Activated,Buckner Box Spray Adapter,Martin Luther King Jr. Playground,,M198,M198,Manhattan,M-10,-73.9506684804509,40.7998981592799
Activated,Misting Station,Cherry Tree Park,,M215,M215,Manhattan,M-11,-73.9468698369448,40.7874003803362
,Misting Station,White Playground,,M148,M148,Manhattan,M-11,-73.9457026735241,40.7918400932796
Activated,Misting Station,Frost Playground,,B257,B257,Brooklyn,B-01,-73.9391645659888,40.7187913506989
Activated,Drinking Fountain Spray Adapter,Marcy Playground,,B217,B217,Brooklyn,B-03,-73.9497318055237,40.6956452725407
Activated,Misting Station,Lafayette Gardens Playground,,B317,B317,Brooklyn,B-03,-73.9574492922102,40.6900574135835
Broken,Misting Station,Livonia Park,,B367,B367,Brooklyn,B-16,-73.9020051303836,40.6638118232803
Activated,Misting Station,Renaissance Playground,,M245,M245,Manhattan,M-10,-73.9417954442866,40.8214403008565
Activated,Drinking Fountain Spray Adapter,Flushing Meadows Corona Park,Meadow Lake North,Q099,Q099,Queens,Q-15,-73.841984383317,40.740339454193
Broken,Misting Station,Sumner Playground,,B263,B263,Brooklyn,B-03,-73.9428203220214,40.6971103367072
Activated,CS Spray Adapter,Flushing Meadows Corona Park,,Q099,Q099,Queens,Q-15,-73.8338549389785,40.7509576240274
Activated,Misting Station,Jennie Jerome Playground,,X148C5,X148C5,Bronx,X-05,-73.9136704079051,40.8455221301362
Activated,Other,Quarry Ballfields,,X263,X263,Bronx,X-06,-73.8899148739593,40.850175360777
Activated,RPZ Spray Adapter,Beatty Plaza,,X062,X062,Bronx,X-03,-73.9018462077624,40.8315772219537
Activated,RPZ Spray Adapter,Bryan Park,,X005,X005,Bronx,X-07,-73.8942367522871,40.862160369609
Activated,Misting Station,The Pearly Gates,,X170,X170,Bronx,X-10,-73.845381436752,40.8389470398386
Activated,RPZ Spray Adapter,Devoe Park,,X013,X013,Bronx,X-05,-73.9079711404184,40.8629956607164
Activated,CS Spray Adapter,Webster Playground,,X174,X174,Bronx,X-06,-73.8929515054225,40.8594900688474
Activated,Misting Station,Franz Sigel Park,,X047,X047,Bronx,X-04,-73.9263588097825,40.8212991963506
Activated,Drinking Fountain Spray Adapter,Behagen Playground,,X166,X166,Bronx,X-03,-73.9014496942357,40.8255391089208
Activated,Misting Station,Paerdegat Park,,B218,B218,Brooklyn,B-17,-73.938337865932,40.6384908317205
Activated,Misting Station,Maria Hernandez Park,,B016,B016,Brooklyn,B-04,-73.9240580940246,40.7030396018149
Activated,Misting Station,Bushwick Playground,,B017,B017,Brooklyn,B-01,-73.9394852138465,40.7016679679083
Activated,CS Spray Adapter,Raymond Bush Playground,,B216,B216,Brooklyn,B-03,-73.9394207637338,40.6865630193525
Activated,CS Spray Adapter,Beach 9 Playground,,Q162J01,Q162J01,Queens,Q-14,-73.7446161788977,40.5956361611653
Activated,Other,Rockaway Beach Boardwalk,,Q163,Q163,Queens,Q-14,-73.7892367916815,40.5887435429319
Activated,Misting Station,Broad Channel Park,,Q460,Q460,Queens,Q-14,-73.8197391654364,40.6012876523683
Not Yet Activated,Drinking Fountain Spray Adapter,Broad Channel Park,,Q460,Q460,Queens,Q-14,-73.8197418479493,40.6007907482853
Broken,CS Spray Adapter,St. Andrew's Playground,,B225,B225,Brooklyn,B-03,-73.941971650249,40.6788225950216
Activated,Drinking Fountain Spray Adapter,Osborn Playground,,B343,B343,Brooklyn,B-16,-73.9062455242874,40.6561304164232
Activated,Misting Station,Sternberg Park,,B055,B055,Brooklyn,B-01,-73.9467776553927,40.7062119982417
Activated,Misting Station,Cooper Park,,B025,B025,Brooklyn,B-01,-73.9363577378412,40.7158102231107
Activated,Drinking Fountain Spray Adapter,Middleton Playground,,B022,B022,Brooklyn,B-01,-73.9551754012397,40.7006226147999
Activated,Drinking Fountain Spray Adapter,Bartlett Playground,,B286,B286,Brooklyn,B-01,-73.9459442235522,40.7008333965121
Activated,Ground Hydrant Spray Adapter,Seth Low Playground/ Bealin Square,,B100,B100,Brooklyn,B-11,-73.986032990578,40.6088391244142
Activated,Misting Station,Jesse Owens Playground,,B269,B269,Brooklyn,B-03,-73.9324296045382,40.6915420798674
Broken,Misting Station,Stockton Playground,,B298,B298,Brooklyn,B-03,-73.9484080017218,40.6971001015875
Activated,CS Spray Adapter,Brevoort Playground,,B258,B258,Brooklyn,B-03,-73.9227523800984,40.680678325184
Not Yet Activated,Other,Mount Eden Malls,,X081,X081,Bronx,X-04,-73.9097317087788,40.8428412414913
Not Yet Activated,Other,Pelham Bay Park,,X039,X039,Bronx,X-15,-73.8223942725216,40.8487765519393
Not Yet Activated,Other,Crotona Park,Crotona Playground (1),X010,X010-01,Bronx,X-03,-73.8949094214222,40.8419043896403
Broken,Drinking Fountain Spray Adapter,Coffey Park,Coffey Park Playground,B077,B077-01,Brooklyn,B-06,-74.0086645992777,40.6770277821064
Activated,Drinking Fountain Spray Adapter,Hot Spot Tot Lot,,B212,B212,Brooklyn,B-14,-73.9565759650707,40.6311490155163
Broken,Buckner Box Spray Adapter,Tilden Playground,,B234,B234,Brooklyn,B-17,-73.9314170367413,40.6477751147814
Activated,Misting Station,De Hostos Playground,,B358,B358,Brooklyn,B-01,-73.9492499108894,40.7023841415789
Activated,Misting Station,Rodney Park North,,B223PB,B223PB,Brooklyn,B-01,-73.9562513473842,40.7090011549416
Activated,Misting Station,Fermi Playground,,B334,B334,Brooklyn,B-04,-73.9282924123066,40.7002431132881
Activated,Misting Station,St. John's Park,,B245,B245,Brooklyn,B-08,-73.9353190005457,40.674244163186
Activated,Misting Station,Harry Maze Playground,,B285,B285,Brooklyn,B-17,-73.9235849644838,40.643933428419
Broken,Misting Station,Martin Luther King Jr. Playground,,M198,M198,Brooklyn,B-05,-73.8903125188492,40.6670620687925
Broken,Misting Station,Remsen Playground,,B360,B360,Brooklyn,B-18,-73.907686433929,40.6420286902174
Activated,Drinking Fountain Spray Adapter,Railroad Playground,,B271,B271,Brooklyn,B-17,-73.9140675371899,40.6492122620928
Activated,Other,Van Cortlandt Park,,X092,X092,Bronx,X-13,-73.8960865100674,40.8937381157801
Activated,CS Spray Adapter,St. Mary's Park,St Mary's Playground East,X045,X045-01,Bronx,X-01,-73.9104514593534,40.8099246312325
Activated,Misting Station,Rienzi Playground,,X141,X141,Bronx,X-12,-73.8587315577653,40.8876244370388
Activated,Misting Station,Mount Hope Playground,,X257,X257,Bronx,X-05,-73.9091346348518,40.850362274774
Activated,Misting Station,Jackie Robinson Park,Plgd One Fifty Two CLII,M014,M014-02,Manhattan,M-10,-73.9397830993623,40.8278619509628
Activated,Buckner Box Spray Adapter,Jackie Robinson Park,"Playground One Forty Nine, CIL",M014,M014-02,Manhattan,M-10,-73.9410612366372,40.82625544221
Activated,CS Spray Adapter,Annunciation Playground,,M003,M003,Manhattan,M-09,-73.9520787082094,40.8186105027103
Activated,Misting Station,Col. Young Playground,,M186,M186,Manhattan,M-10,-73.9362074788818,40.8190568077106
Activated,Misting Station,Donnellan Square,,M023,M023,Manhattan,M-09,-73.942833092817,40.8267557426765
Activated,CS Spray Adapter,Sheltering Arms Playground,,M190,M190,Manhattan,M-09,-73.9559872541422,40.8153319111888
Broken,Misting Station,Newport Playground,,B339,B339,Brooklyn,B-16,-73.9072457215261,40.6610059391551
Activated,RPZ Spray Adapter,Decatur Playground,,B215,B215,Brooklyn,B-03,-73.9365704502031,40.6812475432635
Broken,Misting Station,Curtis Playground,,B352,B352,Brooklyn,B-18,-73.9172774729295,40.6409653383867
Activated,Other,Claremont Park,,X008,X008,Bronx,X-04,-73.9054193357409,40.8406067945671
Activated,Misting Station,Taylor Playground,,X176,X176,Bronx,X-09,-73.8661251012112,40.8389824888388
,Misting Station,Inwood Hill Park,Emerson Plgd,M042,M042-02,Manhattan,M-12,-73.9220163849619,40.8695037088188
,Misting Station,Inwood Hill Park,Payson Plgd,M042,M042-02,Manhattan,M-12,-73.9287787662618,40.8673330430896
,Misting Station,Inwood Park,,M042,M042,Manhattan,M-12,-73.9295186343674,40.8742712752771
Broken,Misting Station,Houston Playground,,B363,B363,Brooklyn,B-16,-73.9051591028283,40.6720172119723
Broken,RPZ Spray Adapter,Fish Playground,,B325,B325,Brooklyn,B-16,-73.9142852427917,40.6783379255781
Activated,Misting Station,Highbridge Park,Ft George Plgd,M037,M037,Manhattan,M-12A,-73.9257246537839,40.8583598521335
Activated,Misting Station,Highbridge Park,,M037,M037,Manhattan,M-12A,-73.9247394075547,40.8577448286284
Activated,RPZ Spray Adapter,Highbridge Park,Sunken Plgd,M037,M037,Manhattan,M-12A,-73.9361404834034,40.8379079986862
Activated,Drinking Fountain Spray Adapter,Highbridge Park,Coogan's Bluff Playground,M037,M037,Manhattan,M-12A,-73.9401126492591,40.8316631840116
Activated,Misting Station,Wright Brothers Playground,,M234,M234,Manhattan,M-12A,-73.9419152683155,40.8318628919936
Activated,Other,Harmony Park,,B403,B403,Brooklyn,B-03,-73.9347681871614,40.6779840134562
Activated,CS Spray Adapter,Renaissance Playground,,M245,M245,Manhattan,M-10,-73.9417030660852,40.8216575241172
Not Yet Activated,Misting Station,Fred Samuel Playground,,M160,M160,Manhattan,M-10,-73.9390174974234,40.8173511285772
Activated,Misting Station,St. Nicholas Playground South,,M211A,M211A,Manhattan,M-10,-73.9470909208925,40.8113232179082
Activated,Misting Station,"Martin Luther King, Jr. Playground",,M198,M198,Manhattan,M-10,-73.9504919550215,40.8003929220942
Activated,Misting Station,Wagner Houses Pool,Othmar Ammann Playground,M273,M273-01,Manhattan,M-11,-73.9324808797197,40.8016149159945
Activated,Misting Station,John Jay Park,,M045,M045,Manhattan,M-08,-73.9493339517704,40.769043071179
Broken,Misting Station,Jerome Playground,,B246,B246,Brooklyn,B-05,-73.879506242994,40.6588570931003
Broken,Buckner Box Spray Adapter,Sankofa Park,,B261,B261,Brooklyn,B-05,-73.8861450956883,40.6655497319488
Broken,Misting Station,Grace Playground,,B078,B078,Brooklyn,B-05,-73.8946281177928,40.6710405893518
Activated,Misting Station,P.O. Reinaldo Salgado Playground,,B224,B224,Brooklyn,B-03,-73.9255370594213,40.6879125317358
Broken,Misting Station,Zion Triangle,,B116,B116,Brooklyn,B-16,-73.9185891613776,40.6686622627638
Broken,Misting Station,Zion Triangle,,B116,B116,Brooklyn,B-16,-73.9187271517524,40.668739095997
Activated,Drinking Fountain Spray Adapter,Upper Highland Playground,Upper Highland Playground,Q020,Q020-02,Queens,Q-05A,-73.8933749297219,40.6833810645651
Broken,Misting Station,Star Spangled Playground,,B266,B266,Brooklyn,B-03,-73.9582165228947,40.6917972043987
Activated,Misting Station,Wagner Houses Pool,,M273,M273-01,Manhattan,M-11,-73.9332830249594,40.8017798916298
Activated,CS Spray Adapter,Inwood Hill Park,,M042,M042-02,Manhattan,M-12,-73.921445185564,40.8702574664056
Activated,Misting Station,Kosciuszko Pool,,B351,B351,Brooklyn,B-03,-73.9489240037116,40.6915655833855
Broken,CS Spray Adapter,P.S. 279 Playground,,B305,B305,Brooklyn,B-18,-73.893234249027,40.6445420391668
Activated,Misting Station,Marcus Garvey Park,,M058,M058,Manhattan,M-11,-73.9431760209372,40.8054017875843
Activated,Misting Station,Marcus Garvey Park,,M058,M058,Manhattan,M-11,-73.943669700972,40.8053569210508
Broken,Misting Station,Nostrand Playground,,B250,B250,Brooklyn,B-17,-73.9474999665896,40.6383787995858
Not Yet Activated,Misting Station,Hamilton Fish Park,,Manhattan,,Manhattan,M033,989406.723142808,201692.205023908
Not Yet Activated,Misting Station,Hamilton Fish Park,,Manhattan,,Manhattan,M033,989501.535551933,201758.818813449
