Status,Borough,GISPropNum,OMPPropID,SubPropertyName,PropertyName,Feature,System,FeatureType,District,x,y
Activated,X,X002,X002-14,Rosewood Playground,Bronx Park,Play Equipment,X002-14-SPRAY0572,Sprinkler,X-06,1019915.16159722,257330.183223813
Broken,X,X004,X004-01,227th Street Playground,Bronx River Parkway,Play Equipment,X004-01-SPRAY0573,Sprinkler,X-09,1021796.45278213,263854.347668886
Activated,X,X004,X004-02,Olinville Playground,Bronx River Parkway,Play Equipment,X004-02-SPRAY0574,Sprinkler,X-09,1021014.74338755,261371.957620561
Activated,X,X004,X004-03,Parque De Los Ninos,Bronx River Parkway,Play Equipment,X004-03-SPRAY0575,Sprinkler,X-09,1019241.62685506,240973.742839649
Activated,X,X010,X010-07,Carter Plgd (7),Crotona Park,Play Equipment,X010-07-SPRAY0576,Sprinkler,X-03,1013487.15837714,244106.725090727
Under Construction,X,X010,X010-10,Playground Of The Stars,Crotona Park,Play Equipment,X010-10-SPRAY0577,Sprinkler,X-03,1011889.09792497,243838.891636893
Activated,X,X010,X010-12,Bathgate Playground,Crotona Park,Play Equipment,X010-12-SPRAY0578,Sprinkler,X-03,1012619.50263214,245649.680010065
Activated,X,X010A,X010A-01,Tremont Plgd (1),Tremont Park,Play Equipment,X010A-01-SPRAY0579,Sprinkler,X-06,1013624.88546389,247558.951453983
Activated,X,X010A,X010A-02,Tremont Plgd (2),Tremont Park,Play Equipment,X010A-02-SPRAY0580,Sprinkler,X-06,1013402.20152606,246988.071362137
Activated,X,X013,X013-01,Devoe Park,Devoe Park,Play Equipment,X013-01-SPRAY0581,Sprinkler,X-05,1010602.60902813,254014.743660479
Activated,X,X014,X014,Horseshoe Playground,Horseshoe Playground,Play Equipment,X014-SPRAY0582,Sprinkler,X-02,1012565.34394779,239543.321159809
Under Construction,X,X017,X017-01,Richman (Echo) Park Lower,Richman (Echo) Park,Play Equipment,X017-01-SPRAY0583,Sprinkler,X-05,1011560.35251946,248675.011557817
Under Construction,X,X017,X017-02,Richman (Echo) Park Upper,Richman (Echo) Park,Play Equipment,X017-02-SPRAY0584,Sprinkler,X-05,1011365.50743672,248822.462050303
Activated,X,X020,X020,Fort Independence Playground,Fort Independence Playground,Play Equipment,X020-SPRAY0585,Sprinkler,X-08,1013310.71384814,260592.044154137
Activated,X,X029,X029,Lyons Square Park,Lyons Square Playground,Play Equipment,X029-SPRAY0586,Sprinkler,X-02,1015228.62963172,239056.074430897
Under Construction,X,X033,X033-01,Kossuth Plgd,Mosholu Parkway,Play Equipment,X033-01-SPRAY0587,Sprinkler,X-07,1016705.62864622,259109.738719806
Activated,X,X034,X034,Mullaly Park,Mullaly Park,Play Equipment,X034-SPRAY0588,Sprinkler,X-04,1005224.02168822,242688.55174598
Activated,X,X038,X038-01,Strong Street Plgd,Washington's Walk,Play Equipment,X038-01-SPRAY0589,Sprinkler,X-08,1012448.74050647,256755.509504392
Activated,X,X038,X038-02,Fort #4 Playground,Washington's Walk,Play Equipment,X038-02-SPRAY0590,Sprinkler,X-08,1011669.46713063,257957.010054141
Activated,X,X039,X039-01,Playground For All Children,Pelham Bay Park,Play Equipment,X039-01-SPRAY0591,Sprinkler,X-15,1032489.85003046,248360.936726644
Activated,X,X039,X039-02,Sweetgum Plgd,Pelham Bay Park,Play Equipment,X039-02-SPRAY0592,Sprinkler,X-15,1032335.11346329,249448.647477731
Activated,X,X039,X039-06K,Pelican Bay Plgd,Pelham Bay Park,Play Equipment,X039-06K-SPRAY0593,Sprinkler,X-15,1041381.63834922,255592.229022562
Activated,X,X039,X039-ZN16,Orchard Beach North,Pelham Bay Park,Play Equipment,X039-ZN16-SPRAY0594,Sprinkler,X-15,1041624.98924046,255651.166240647
Activated,X,X044,X044-01,St James Park Playground,St. James Park,Play Equipment,X044-01-SPRAY0595,Sprinkler,X-07,1012409.65659514,254787.639424398
Activated,X,X046,X046-01,High Rock Plgd,Seton Falls Park,Play Equipment,X046-01-SPRAY0596,Sprinkler,X-12,1028262.22364321,262960.777605637
Activated,X,X080,X080-01,Paul's Playground,Henry Hudson Park,Play Equipment,X080-01-SPRAY0597,Sprinkler,X-08,1006397.45044371,260147.068666145
Activated,X,X085,X085,Slattery Playground,Slattery Playground,Play Equipment,X085-SPRAY0598,Sprinkler,X-05,1012333.00222088,251633.480378389
Activated,X,X087,X087,Zimmerman Playground,Zimmerman Playground,Play Equipment,X087-SPRAY0599,Sprinkler,X-11,1020555.41490988,254870.732434064
Activated,X,X092,X092-05,Van Cortlandt Classic Plgd,Van Cortlandt Park,Play Equipment,X092-05-SPRAY0600,Sprinkler,X-13,1014453.16005405,261823.916362315
Activated,X,X092,X092-06,Woodlawn Plgd,Van Cortlandt Park,Play Equipment,X092-06-SPRAY0601,Sprinkler,X-13,1019535.67285488,267218.824207648
Activated,X,X092,X092-09,Southwest Plgd,Van Cortlandt Park,Play Equipment,X092-09-SPRAY0602,Sprinkler,X-13,1012447.3855223,262328.860234305
Activated,X,X093,X093,Van Nest Park,Van Nest Park,Play Equipment,X093-SPRAY0603,Sprinkler,X-11,1021386.91029413,246559.263820812
Activated,X,X102,X102,Ciccarone Park,Ciccarone Park,Play Equipment,X102-SPRAY0604,Sprinkler,X-06,1015591.19977271,251149.36651723
Activated,X,X103,X103,People's Park,People's Park,Play Equipment,X103-SPRAY0605,Sprinkler,X-01,1007225.05213497,234205.406966894
Activated,X,X104,X104,Williamsbridge Oval,Williamsbridge Oval,Play Equipment,X104-SPRAY0606,Sprinkler,X-07,1018157.99057088,259044.868442729
Activated,X,X104,X104,Williamsbridge Oval,Williamsbridge Oval,Play Equipment,X104-SPRAY0607,Sprinkler,X-07,1018157.99057088,259044.868442729
Activated,X,X104,X104-01,Plgd w/ Mini Pool & Courts,Williamsbridge Oval,Play Equipment,X104-01-SPRAY0608,Sprinkler,X-07,1018247.99334363,258854.336015388
Activated,X,X104,X104-02,Williamsbridge Oval,Williamsbridge Oval,Play Equipment,X104-02-SPRAY0609,Sprinkler,X-07,1017836.98465122,258932.79484798
Activated,X,X104,X104-03,Williamsbridge Oval,Williamsbridge Oval,Play Equipment,X104-03-SPRAY0610,Sprinkler,X-07,1018242.3365308,259408.068831816
Activated,X,X108,X108,Belmont Playground,Belmont Playground,Play Equipment,X108-SPRAY0611,Sprinkler,X-06,1015320.17308379,249080.177414149
Activated,X,X111,X111,Cedar Playground,Cedar Playground,Play Equipment,X111-SPRAY0612,Sprinkler,X-05,1007103.25710296,250832.390117064
Activated,X,X113,X113,Hunts Point Playground,Hunts Point Playground,Play Equipment,X113-SPRAY0614,Sprinkler,X-02,1015814.04840838,235909.558086141
Activated,X,X114,X114,Goble Playground,Goble Playground,Play Equipment,X114-SPRAY0615,Sprinkler,X-04,1007202.03610488,246695.370503976
Broken,X,X115,X115,Mott Playground,Mott Playground,Play Equipment,X115-SPRAY0616,Sprinkler,X-04,1007846.30351713,242146.437672719
Activated,X,X116,X116,Rev J Polite Playground,Rev J Polite Playground,Play Equipment,X116-SPRAY0617,Sprinkler,X-02,1012746.94594679,240622.358371809
Activated,X,X118,X118-01,Soundview Park,Soundview Park,Play Equipment,X118-01-SPRAY0618,Sprinkler,X-09,1019210.63019788,237893.110549479
Activated,X,X118,X118-02,Soundview Park,Soundview Park,Play Equipment,X118-02-SPRAY0619,Sprinkler,X-09,1020084.67208497,237398.853007808
Activated,X,X121,X121,Bufano Park,Bufano Park,Play Equipment,X121-SPRAY0620,Sprinkler,X-10,1030977.91506221,244699.330860897
Activated,X,X122,X122,Colucci Playground,Colucci Playground,Play Equipment,X122-SPRAY0621,Sprinkler,X-10,1030011.96751905,250010.953111648
Activated,X,X123,X123,Noble Playground,Noble Playground,Play Equipment,X123-SPRAY0622,Sprinkler,X-09,1019599.15730796,244357.591386899
Activated,X,X124,X124,Watson Gleason Playground,Watson Gleason Playground,Play Equipment,X124-SPRAY0623,Sprinkler,X-09,1020513.76210606,241128.046008721
Activated,X,X131,X131,Lozada Playground,Lozada Playground,Play Equipment,X131-SPRAY0624,Sprinkler,X-01,1005023.95319071,233644.811303302
Activated,X,X141,X141,Rienzi Playground,Rienzi Playground,Play Equipment,X141-SPRAY0625,Sprinkler,X-12,1023356.15766796,262692.77453272
Activated,X,X146,X146,Flynn Playground,Flynn Playground,Play Equipment,X146-SPRAY0626,Sprinkler,X-01,1008625.00799646,238418.119998142
Activated,X,X147B,X147B,Daniel Boone Playground,Daniel Boone Playground,Play Equipment,X147B-SPRAY0627,Sprinkler,X-03,1015801.05565221,241544.886382386
Activated,X,X148C5,X148C5,Jennie Jerome Playground,Jennie Jerome Playground,Play Equipment,X148C5-SPRAY0628,Sprinkler,X-05,1008189.54528471,247351.681855395
Activated,X,X148C7,X148C7,Jerome Playground South,Jerome Playground South,Play Equipment,X148C7-SPRAY0629,Sprinkler,X-04,1008094.06876963,247085.704368978
Activated,X,X148L,X148L,Virginia Playground,Virginia Playground,Play Equipment,X148L-SPRAY0630,Sprinkler,X-09,1022387.53821413,243247.980745226
Activated,X,X148M1,X148M1,Havemeyer Playground,Havemeyer Playground,Play Equipment,X148M1-SPRAY0631,Sprinkler,X-09,1026353.48795938,241669.67156589
Activated,X,X150J,X150J,Bailey Playground,Bailey Playground,Play Equipment,X150J-SPRAY0632,Sprinkler,X-08,1011894.96339879,260652.772379145
Activated,X,X151,X151,P.O. Serrano Playground,P.O. Serrano Playground,Play Equipment,X151-SPRAY0633,Sprinkler,X-09,1025484.04678489,239299.191070646
Activated,X,X152,X152,Vinmont Veteran Park,Vinmont Veteran Park,Play Equipment,X152-SPRAY0634,Sprinkler,X-08,1010528.5803048,268077.786072388
Activated,X,X153,X153-01,Merriam Plgd (Upper),Merriam Playground,Play Equipment,X153-01-SPRAY0635,Sprinkler,X-04,1004476.97396972,245511.448003053
Activated,X,X153,X153-02,Merriam Plgd (Lower),Merriam Playground,Play Equipment,X153-02-SPRAY0636,Sprinkler,X-04,1004621.72433638,244920.025629475
Activated,X,X154,X154,Melrose Playground,Melrose Playground,Play Equipment,X154-SPRAY0637,Sprinkler,X-01,1006828.38691779,238208.695548221
Activated,X,X156,X156,Eastchester Playground,Eastchester Playground,Play Equipment,X156-SPRAY0638,Sprinkler,X-11,1024959.42808346,256200.013568148
Activated,X,X157,X157,Mazzei Playground,Mazzei Playground,Play Equipment,X157-SPRAY0639,Sprinkler,X-11,1023398.2789748,253556.275089234
Activated,X,X158,X158,Sedgwick Playground,Sedgwick Playground,Play Equipment,X158-SPRAY0640,Sprinkler,X-05,1005446.57176806,247398.594163149
Activated,X,X159,X159,Playground 174,Playground 174,Play Equipment,X159-SPRAY0641,Sprinkler,X-09,1018075.22400413,243276.582394063
Broken,X,X161,X161,Gun Hill Playground,Gun Hill Playground,Play Equipment,X161-SPRAY0642,Sprinkler,X-12,1021444.26418206,257981.4637454
Activated,X,X162,X162,Parkside Playground,Parkside Playground,Play Equipment,X162-SPRAY0643,Sprinkler,X-11,1020750.59234105,255680.793477982
Activated,X,X163,X163,Loreto Playground,Loreto Playground,Play Equipment,X163-SPRAY0644,Sprinkler,X-11,1025162.7852883,248646.723228558
Activated,X,X164,X164,Dawson Playground,Dawson Playground,Play Equipment,X164-SPRAY0645,Sprinkler,X-02,1012357.39390438,237863.846828475
Activated,X,X165,X165,Edenwald Playground,Edenwald Playground,Play Equipment,X165-SPRAY0646,Sprinkler,X-12,1027108.33520297,261512.910422638
Activated,X,X166,X166,Behagen Playground,Behagen Playground,Play Equipment,X166-SPRAY0647,Sprinkler,X-03,1011536.27809254,239972.51223056
Activated,X,X168,X168,Nelson Playground,Nelson Playground,Play Equipment,X168-SPRAY0648,Sprinkler,X-04,1004494.21179613,243425.48892039
Activated,X,X169,X169,Agnes Haywood Playground,Agnes Haywood Playground,Play Equipment,X169-SPRAY0649,Sprinkler,X-12,1022462.73983538,260023.392404302
Activated,X,X170,X170,The Pearly Gates,The Pearly Gates,Play Equipment,X170-SPRAY0650,Sprinkler,X-10,1026984.7068413,244886.899711474
Activated,X,X171,X171,Spuyten Duyvil Playground,Spuyten Duyvil Playground,Play Equipment,X171-SPRAY0651,Sprinkler,X-08,1007511.25464655,262465.127022147
Activated,X,X175,X175,Riverbend Playground,Riverbend Playground,Play Equipment,X175-SPRAY0652,Sprinkler,X-07,1010308.08796364,257008.990624725
Broken,X,X176,X176,Taylor Playground,Taylor Playground,Play Equipment,X176-SPRAY0653,Sprinkler,X-09,1021300.12240996,244974.412987887
Activated,X,X177,X177,Castle Hill Playground,Castle Hill Playground,Play Equipment,X177-SPRAY0654,Sprinkler,X-09,1024863.33280321,245072.368828728
Activated,X,X178,X178,Matthews Muliner Playground,Matthews Muliner Playground,Play Equipment,X178-SPRAY0655,Sprinkler,X-11,1022568.50143489,247861.922304719
Activated,X,X179,X179,Playground 52 LII,Playground 52 LII,Play Equipment,X179-SPRAY0656,Sprinkler,X-02,1011463.01380339,236276.725658893
Activated,X,X182,X182,Millbrook Playground,Millbrook Playground,Play Equipment,X182-SPRAY0657,Sprinkler,X-01,1007325.77601489,232335.892333224
Activated,X,X187,X187-01,Angelo Campanaro Plgd,Givan Square,Play Equipment,X187-01-SPRAY0658,Sprinkler,X-12,1027791.15306305,255572.433458477
Broken,X,X188,X188,Wakefield Playground,Wakefield Playground,Play Equipment,X188-SPRAY0659,Sprinkler,X-12,1024470.80766963,267901.727369397
Under Construction,X,X190,X190,Tiffany Playground,Tiffany Playground,Play Equipment,X190-SPRAY0660,Sprinkler,X-02,1013482.96120704,239806.288481637
Broken,X,X193,X193,Stars & Stripes Playground,Stars & Stripes Playground,Play Equipment,X193-SPRAY0661,Sprinkler,X-12,1028618.96407146,261902.858789727
Activated,X,X194,X194,Captain Rivera Playground,Captain Rivera Playground,Play Equipment,X194-SPRAY0662,Sprinkler,X-01,1010010.15187972,237286.339453309
Activated,X,X195A,X195A,Colgate Close,Colgate Close,Play Equipment,X195A-SPRAY0663,Sprinkler,X-09,1017049.81890271,239562.254520893
Activated,X,X196,X196-02,Haffen Park Playground,Haffen Park,Play Equipment,X196-02-SPRAY0664,Sprinkler,X-12,1028817.41446197,257501.530978232
Activated,X,X197,X197,Mosholu Playground,Mosholu Playground,Play Equipment,X197-SPRAY0665,Sprinkler,X-07,1016651.07035638,257165.952253058
Activated,X,X200,X200,Clark Playground,Clark Playground,Play Equipment,X200-SPRAY0666,Sprinkler,X-01,1006038.15523055,235743.066949307
Activated,X,X201,X201-01,Seton Park Playground,Seton Park,Play Equipment,X201-01-SPRAY0667,Sprinkler,X-08,1007193.62306396,262247.673388808
Activated,X,X202,X202,Marble Hill Playground,Marble Hill Playground,Play Equipment,X202-SPRAY0668,Sprinkler,X-08,1009641.78647471,258982.756362229
Activated,X,X203,X203,Randall Playground,Randall Playground,Play Equipment,X203-SPRAY0669,Sprinkler,X-09,1025878.07093122,237806.196681305
Activated,X,X206,X206,Morgan Playground,Morgan Playground,Play Equipment,X206-SPRAY0670,Sprinkler,X-03,1009865.48484621,242510.784056887
Activated,X,X214,X214,Magenta Playground,Magenta Playground,Play Equipment,X214-SPRAY0671,Sprinkler,X-12,1020792.55813638,257634.589111059
Activated,X,X216,X216,Abigail Playground,Abigail Playground,Play Equipment,X216-SPRAY0672,Sprinkler,X-01,1010644.42751406,237060.988197982
Activated,X,X217,X217,Willis Playground,Willis Playground,Play Equipment,X217-SPRAY0673,Sprinkler,X-01,1005574.99539572,234734.181499898
Activated,X,X221,X221,Space Time Playground,Space Time Playground,Play Equipment,X221-SPRAY0674,Sprinkler,X-09,1023032.36238379,238903.192846894
Activated,X,X222,X222,Gouverneur Playground,Gouverneur Playground,Play Equipment,X222-SPRAY0675,Sprinkler,X-03,1010971.71951039,243767.836660891
Activated,X,X224,X224,MacLaughlin Playground,MacLaughlin Playground,Play Equipment,X224-SPRAY0676,Sprinkler,X-08,1010420.05624364,262793.689029052
Activated,X,X232,X232,Burns Playground,Burns Playground,Play Equipment,X232-SPRAY0677,Sprinkler,X-11,1029447.42730955,253827.432355314
Activated,X,X233,X233,Fountain Of Youth Playground,Fountain Of Youth Playground,Play Equipment,X233-SPRAY0678,Sprinkler,X-01,1010475.87535771,235850.348558887
Activated,X,X235,X235,Grove Hill Playground,Grove Hill Playground,Play Equipment,X235-SPRAY0679,Sprinkler,X-01,1009480.85733464,237991.700247302
Activated,X,X257,X257,Mount Hope Playground,Mount Hope Playground,Play Equipment,X257-SPRAY0680,Sprinkler,X-05,1009304.09194013,249077.033063471
Activated,X,X258,X258,Cleopatra Playground,Cleopatra Playground,Play Equipment,X258-SPRAY0681,Sprinkler,X-05,1010755.44566471,247301.458202555
Activated,X,X262,X262,Harding Park,Harding Park,Play Equipment,X262-SPRAY0682,Sprinkler,X-09,1023945.19881272,234162.479887396
Activated,X,X265,X265,Galileo Playground,Galileo Playground,Play Equipment,X265-SPRAY0683,Sprinkler,X-05,1007575.7673128,248458.15667656
Activated,X,X266,X266,Vidalia Park,Vidalia Park,Play Equipment,X266-SPRAY0684,Sprinkler,X-06,1017056.06101621,246742.357614725
Activated,X,X273,X273,Rock Garden Park,Rock Garden Park,Play Equipment,X273-SPRAY0685,Sprinkler,X-03,1016040.90326963,243613.905210226
Activated,X,X280,X280,Washington Park,Washington Park,Play Equipment,X280-SPRAY0686,Sprinkler,X-06,1013680.06744013,251071.550399899
Activated,X,X281,X281,Stop & Go Playground,Stop & Go Playground,Play Equipment,X281-SPRAY0687,Sprinkler,X-06,1012243.78225496,247154.825949892
Activated,X,X283,X283,Beanstalk Playground,Beanstalk Playground,Play Equipment,X283-SPRAY0688,Sprinkler,X-05,1007280.80628855,250356.103996142
Activated,X,X292,X292,Morris Garden,Morris Garden,Play Equipment,X292-SPRAY0689,Sprinkler,X-05,1010806.37010355,250633.435790553
Activated,M,M108G,M108G,Playground 103 CIII,Playground 103 CIII,Play Equipment,M108G-SPRAY690,Sprinkler,M-15,1001093.22745639,226046.407208815
Activated,M,M107,M107-01,Scylla Playground,Ward's Island Park,Play Equipment,M107-SPRAY691,Sprinkler,M-11,1004754.50556689,224940.437635973
Activated,M,M111,M111,James Weldon Johnson Playground,James Weldon Johnson Playground,Play Equipment,M111-SPRAY692,Sprinkler,,1000265.34197305,229798.640846058
Activated,Q,Q163,Q163-02,Sandpiper Playground,Rockaway Beach Boardwalk,Play Equipment,Q163-02-SPRAY0693,Sprinkler,Q-14,1032218.89650413,150725.910212308
Activated,Q,Q163,Q163-02,Sandpiper Playground,Rockaway Beach Boardwalk,Play Equipment,Q163-02-SPRAY0695,Sprinkler,Q-14,1032221.7022728,150715.809182643
Activated,Q,Q163,Q163-02,Sandpiper Playground,Rockaway Beach Boardwalk,Play Equipment,Q163-02-SPRAY0696,Sprinkler,Q-14,1032202.62258654,150711.881040886
Activated,Q,Q015,Q015-08,Dry Harbor Playground,Forest Park,Play Equipment,Q015-08-SPRAY0697,Sprinkler,Q-16,1020939.13855189,195292.435908481
Activated,Q,Q102,Q102-03,Juniper South Playground,Juniper Valley Park,Play Equipment,Q102-03-SPRAY0698,Sprinkler,Q-05,1016763.06291455,201093.117548555
Activated,B,B132,B132,Gilbert Ramirez Park,Gilbert Ramirez Park,Play Equipment,B132-SPRAY0699,Sprinkler,B-01,1002343.08683329,196467.048716723
Activated,B,B113E,B113E,Walt Whitman Park,Walt Whitman Park,Play Equipment,B113E-SPRAY0700,Sprinkler,B-02,987203.177480638,193725.579790219
Activated,B,B407,B407,South Oxford Park,South Oxford Park,Play Equipment,B407-SPRAY0701,Sprinkler,B-02,991839.109153643,188312.118832394
Under Construction,B,B018,B018-01,Dinapoli Plgd,Canarsie Park,Play Equipment,B018-01-SPRAY0702,Sprinkler,B-18,1013977.3430923,169105.956129312
Activated,B,B018,B018-02,Canarsie Playground,Canarsie Park,Play Equipment,B018-02-SPRAY0703,Sprinkler,B-18,1012104.28286205,167635.570618644
Activated,B,B166D,B166D-01,McGuire Fields Tot Lot,Joseph T McGuire Park,Play Equipment,B166D-01-SPRAY0704,Sprinkler,B-18,1012250.41938079,165244.273235887
Activated,B,B057,B057-06,Seba Playground,Marine Park,Play Equipment,B057-06-SPRAY0705,Sprinkler,B-18,1006390.74245189,153931.751569643
Activated,B,BT16,BT16,St. Mark's Playground,St. Mark's Playground,Play Equipment,BT16-SPRAY0706,Sprinkler,B-08,1000890.45095905,185084.457636803
Under Construction,B,B372,B372,Friends Field,Friends Field,Play Equipment,B372-SPRAY0707,Sprinkler,B-12,991844.026466638,164746.462551727
Activated,R,R068,R068,The Big Park,The Big Park,Play Equipment,R068-SPRAY0708,Sprinkler,R-01,938492.046884715,169129.73626548
Activated,R,R062,R062,Arrochar Playground,Arrochar Playground,Play Equipment,R062-SPRAY0709,Sprinkler,R-02,964488.794103726,157060.684616222
Activated,R,R027A,R027A,Aesop Park,Aesop Park,Play Equipment,R027A-SPRAY0710,Sprinkler,R-03,920358.018848389,125017.735250815
Activated,R,R106,R106-01,Bloomingdale Playground,Bloomingdale Park,Play Equipment,R106-01-SPRAY0711,Sprinkler,R-03,926258.946679055,134343.879328146
Activated,R,R016,R016-01,Corporal Allan F. Kivlehan Park,Cedar Grove Beach,Play Equipment,R016-01-SPRAY0712,Sprinkler,R-03,957167.513798803,144794.521812647
Activated,R,R145,R145-01,Seaside Wildlife Nature Playground,Seaside Wildlife Nature Park,Play Equipment,R145-01-SPRAY0713,Sprinkler,R-03,944584.901496887,136543.816529303
Activated,R,R065,R065-02,Woodhull Playground,Richmond Parkway,Play Equipment,R065-02-SPRAY0714,Sprinkler,R-03,929261.404256805,133205.498730897
Activated,R,R090,R090,Lieutenant John H. Martinson Playground,Lieutenant John H. Martinson Playground,Play Equipment,R090-SPRAY0715,Sprinkler,R-03,939156.190569549,134958.299359142
Activated,Q,Q394,Q394,Conch Playground,Conch Playground,Play Equipment,Q394-SPRAY0716,Sprinkler,Q-14,1045243.12406454,156365.032792314
Activated,Q,Q394,Q394,Conch Playground,Conch Playground,Play Equipment,Q394-SPRAY0717,Sprinkler,Q-14,1045236.92328955,156375.367089226
Activated,Q,Q471,Q471-01,Hunter's Point South Park Playground North,Hunter's Point South Park,Play Equipment,Q471-01-SPRAY0718,Sprinkler,Q-02,995179.503391474,209945.223531976
Activated,Q,Q471,Q471-01,Hunter's Point South Park Playground North,Hunter's Point South Park,Play Equipment,Q471-01-SPRAY0719,Sprinkler,Q-02,995159.09431155,209970.54565981
Activated,Q,Q471,Q471-01,Hunter's Point South Park Playground North,Hunter's Point South Park,Play Equipment,Q471-01-SPRAY0720,Sprinkler,Q-02,995177.046703472,209988.120099723
Activated,Q,Q436,Q436,Athens Square,Athens Square,Play Equipment,Q436-SPRAY0721,Sprinkler,Q-01,1005846.41119147,219034.763095647
Activated,Q,Q436,Q436,Athens Square,Athens Square,Play Equipment,Q436-SPRAY0722,Sprinkler,Q-01,1005630.86569079,219009.074826806
Activated,R,R109,R109-01,Corporal Thompson Playground,CPL. Thompson Park,Play Equipment,R109-01-SPRAY0723,Sprinkler,R-01,951511.024127557,172022.629101723
Activated,Q,Q321,Q321,Van Alst Playground,Van Alst Playground,Play Equipment,Q321-SPRAY0725,Sprinkler,Q-01,1004106.43402838,220030.417600393
Activated,Q,Q123,Q123,Astoria Health Playground,Astoria Health Playground,Play Equipment,Q123-SPRAY0726,Sprinkler,Q-01,1002897.92791521,219062.976949974
Activated,Q,Q048,Q048-01,Rainey Park Playground,Rainey Park,Play Equipment,Q048-01-SPRAY0727,Sprinkler,Q-01,1000521.45399363,218186.064989894
Activated,Q,Q014,Q014,Astoria Heights Playground,Astoria Heights Playground,Play Equipment,Q014-SPRAY0728,Sprinkler,Q-01,1008809.96924072,216433.561933219
Activated,Q,Q404,Q404,East Springfield Playground,East Springfield Playground,Play Equipment,Q404-SPRAY0729,Sprinkler,,1056415.39338663,193938.905807137
Activated,Q,Q008,Q008-02,Brookville Park Playground,Brookville Park Playground,Play Equipment,Q008-02-SPRAY0730,Sprinkler,Q-13,1055812.95364664,180595.922322556
Activated,Q,Q220G,Q220G,Hoover - Manton Playgrounds,Hoover - Manton Playgrounds,Play Equipment,Q220G-SPRAY0731,Sprinkler,Q-08,1034064.82982014,198134.789803802
Activated,Q,Q353,Q353,Grassmere Playground,Grassmere Playground,Play Equipment,Q353-SPRAY0732,Sprinkler,Q-14,1051069.85388088,157798.194296062
Activated,Q,Q353,Q353,Grassmere Playground,Grassmere Playground,Play Equipment,Q353-SPRAY0733,Sprinkler,Q-14,1051080.39060522,157843.962577223
Activated,Q,Q162J,Q162J,Beach 17 Playground,Beach 17 Playground,Play Equipment,Q162J-SPRAY0734,Sprinkler,Q-14,1054475.66957581,156112.992285892
Activated,Q,R046,R046-ZN05,Midland Beach Zone 5,FDR Beach and Boardwalk,Play Equipment,R046-ZN05-SPRAY0735,Sprinkler,R-02,960678.844374552,148085.390558972
Activated,R,R046,R046-ZN05,Midland Beach Zone 4,FDR Beach and Boardwalk,Play Equipment,R046-ZN04-SPRAY0736,Sprinkler,R-02,962810.150151297,149960.964563727
Activated,Q,Q066C,Q066C,Triborough Bridge Playground C,Triborough Bridge Playground C,Play Equipment,Q066C-SPRAY0737,Sprinkler,Q-01,1005739.63187746,221317.491141721
Activated,Q,Q066C,Q066C,Triborough Bridge Playground C,Triborough Bridge Playground C,Play Equipment,Q066C-SPRAY0738,Sprinkler,Q-01,1005812.69505155,221244.427967637
Activated,Q,Q162,Q162-ZN01B,Roackaway Beach Zone 01B,Rockaway Beach and Boardwalk,Play Equipment,Q162-ZN01B-SPRAY0739,Sprinkler,Q-14,1053851.6688553,155901.86508347
Activated,Q,Q162H,Q162H,Beach 30th Street Playground,Beach 30th Street Playground,Play Equipment,Q162H-SPRAY0740,Sprinkler,Q-14,1050339.01151055,155235.496665567
Activated,Q,,Q300A1,Holy Cow Playground,Holy Cow Playground,Play Equipment,Q300A1-SPRAY0741,Sprinkler,Q-08,1046193.9597613,209495.89437814
Activated,Q,Q024,Q024-05,Playground,Kissena Park,Play Equipment,Q024-05-SPRAY0742,Sprinkler,Q-07,1037642.4847383,212427.096520975
Activated,Q,Q296,Q296,Playground Thirty Five XXXV,Playground Thirty Five XXXV,Play Equipment,Q296-SPRAY0743,Sprinkler,Q-01,1005815.3574478,214268.16665773
Activated,Q,Q013,Q013,Veterans Grove,Veterans Grove,Play Equipment,Q013-SPRAY0744,Sprinkler,Q-04,1018119.7048863,209859.857889056
Activated,Q,Q013,Q013,Veterans Grove,Veterans Grove,Play Equipment,Q013-SPRAY0745,Sprinkler,Q-04,1018127.36989721,209846.061000645
Activated,Q,Q474,Q474,Simeone Park,Simeone Park,Play Equipment,Q474-SPRAY0746,Sprinkler,Q-04,1022989.8664058,209364.107896313
Activated,Q,Q492,Q492,Elmhurst Park,Elmhurst Park,Play Equipment,Q492-SPRAY0747,Sprinkler,Q-04,1016110.92970438,205290.511056646
Broken,Q,Q492,Q492,Elmhurst Park,Elmhurst Park,Play Equipment,Q492-SPRAY0748,Sprinkler,Q-04,1016116.81650364,205273.505185142
Broken,Q,Q492,Q492,Elmhurst Park,Elmhurst Park,Play Equipment,Q492-SPRAY0749,Sprinkler,Q-04,1016131.20623864,205250.285415306
Activated,Q,Q020,Q020-01,Lower Highland Playground,Highland Park,Play Equipment,Q020-01-SPRAY0750,Sprinkler,Q-05A,1016118.36833781,188598.79575248
Activated,Q,Q425,Q425,Yelowstone Park,Yelowstone Park,Play Equipment,Q425-SPRAY0751,Sprinkler,Q-06,1026409.21553821,203834.772498309
Activated,Q,Q405,Q405,Hollis Playground,Hollis Playground,Play Equipment,Q405-SPRAY0752,Sprinkler,Q-12,1052708.79646913,196806.532617807
